-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2018 through 06/28/2019 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,PRECTOTCORR
42.5,-78.125,2018,234,9.04
43,-79.375,2018,234,8.68
43,-78.75,2018,234,7.03
43,-78.125,2018,234,4.62
43.5,-79.375,2018,234,6
43.5,-78.75,2018,234,10.05
43.5,-78.125,2018,234,11.5
42,-79.375,2018,235,0.79
42,-78.75,2018,235,0.24
42,-78.125,2018,235,0.11
42.5,-79.375,2018,235,4
42.5,-78.75,2018,235,0.58
42.5,-78.125,2018,235,0.07
43,-79.375,2018,235,1.17
43,-78.75,2018,235,0.45
43,-78.125,2018,235,0.12
43.5,-79.375,2018,235,0.25
43.5,-78.75,2018,235,0.37
43.5,-78.125,2018,235,0.47
42,-79.375,2018,236,0
42,-78.75,2018,236,0
42,-78.125,2018,236,0
42.5,-79.375,2018,236,0
42.5,-78.75,2018,236,0
42.5,-78.125,2018,236,0
43,-79.375,2018,236,0
43,-78.75,2018,236,0
43,-78.125,2018,236,0
43.5,-79.375,2018,236,0
43.5,-78.75,2018,236,0
43.5,-78.125,2018,236,0
42,-79.375,2018,237,0.38
42,-78.75,2018,237,0.24
42,-78.125,2018,237,0.09
42.5,-79.375,2018,237,0.6
42.5,-78.75,2018,237,0.34
42.5,-78.125,2018,237,0.16
43,-79.375,2018,237,2.44
43,-78.75,2018,237,0.87
43,-78.125,2018,237,0.25
43.5,-79.375,2018,237,4.95
43.5,-78.75,2018,237,1.64
43.5,-78.125,2018,237,1.36
42,-79.375,2018,238,1.23
42,-78.75,2018,238,0.48
42,-78.125,2018,238,0.1
42.5,-79.375,2018,238,1.08
42.5,-78.75,2018,238,0.4
42.5,-78.125,2018,238,0.08
43,-79.375,2018,238,0.76
43,-78.75,2018,238,0.36
43,-78.125,2018,238,0.11
43.5,-79.375,2018,238,0.62
43.5,-78.75,2018,238,0.58
43.5,-78.125,2018,238,0.53
42,-79.375,2018,239,1.63
42,-78.75,2018,239,0.38
42,-78.125,2018,239,0.02
42.5,-79.375,2018,239,2.8
42.5,-78.75,2018,239,0.5
42.5,-78.125,2018,239,0.04
43,-79.375,2018,239,2.43
43,-78.75,2018,239,0.43
43,-78.125,2018,239,0.08
43.5,-79.375,2018,239,1.18
43.5,-78.75,2018,239,0.35
43.5,-78.125,2018,239,0.18
42,-79.375,2018,240,0.37
42,-78.75,2018,240,0.15
42,-78.125,2018,240,0.01
42.5,-79.375,2018,240,1.14
42.5,-78.75,2018,240,0.36
42.5,-78.125,2018,240,0.03
43,-79.375,2018,240,0.88
43,-78.75,2018,240,0.52
43,-78.125,2018,240,0.23
43.5,-79.375,2018,240,0.56
43.5,-78.75,2018,240,0.49
